,CALSEK01_EVE001,GCF_943734695.1_idAnoMacuDA_375_x_genomic_EVE005,CALSEK01_EVE002,GCF_943734695.1_idAnoMacuDA_375_x_genomic_EVE004,CALSEK01_EVE005,GCF_943734695.1_idAnoMacuDA_375_x_genomic_EVE002,CALSEK01_EVE003,GCF_943734695.1_idAnoMacuDA_375_x_genomic_EVE009,CALSEK01_EVE007,GCF_943734695.1_idAnoMacuDA_375_x_genomic_EVE001,CALSEK01_EVE010,CALSEK01_EVE014,CALSEK01_EVE017,CALSEK01_EVE016,CALSEK01_EVE018,CALSEK01_EVE011,CALSEK01_EVE012,CALSEK01_EVE013,CALSEK01_EVE015,CALSEK01_EVE019,GCF_943734695.1_idAnoMacuDA_375_x_genomic_EVE011,GCF_943734695.1_idAnoMacuDA_375_x_genomic_EVE012,GCF_943734695.1_idAnoMacuDA_375_x_genomic_EVE017,GCF_943734695.1_idAnoMacuDA_375_x_genomic_EVE019,GCF_943734695.1_idAnoMacuDA_375_x_genomic_EVE015,GCF_943734695.1_idAnoMacuDA_375_x_genomic_EVE013,GCF_943734695.1_idAnoMacuDA_375_x_genomic_EVE016,GCF_943734695.1_idAnoMacuDA_375_x_genomic_EVE018,GCF_943734695.1_idAnoMacuDA_375_x_genomic_EVE014,CALSEK01_EVE046,GCF_943734695.1_idAnoMacuDA_375_x_genomic_EVE053,GCF_943734695.1_idAnoMacuDA_375_x_genomic_EVE057,CALSEK01_EVE045,GCF_943734695.1_idAnoMacuDA_375_x_genomic_EVE054,CALSEK01_EVE044,CALSEK01_EVE051,GCF_943734695.1_idAnoMacuDA_375_x_genomic_EVE059,CALSEK01_EVE041,GCF_943734695.1_idAnoMacuDA_375_x_genomic_EVE051,CALSEK01_EVE048,CALSEK01_EVE043,GCF_943734695.1_idAnoMacuDA_375_x_genomic_EVE050,CALSEK01_EVE049,GCF_943734695.1_idAnoMacuDA_375_x_genomic_EVE058,CALSEK01_EVE050,GCF_943734695.1_idAnoMacuDA_375_x_genomic_EVE064,GCF_943734695.1_idAnoMacuDA_375_x_genomic_EVE056,GCF_943734695.1_idAnoMacuDA_375_x_genomic_EVE061,GCF_943734695.1_idAnoMacuDA_375_x_genomic_EVE062,GCF_943734695.1_idAnoMacuDA_375_x_genomic_EVE063,CALSEK01_EVE052,GCF_943734695.1_idAnoMacuDA_375_x_genomic_EVE060,CALSEK01_EVE047,GCF_943734695.1_idAnoMacuDA_375_x_genomic_EVE055,CALSEK01_EVE037 (reversed),CALSEK01_EVE038 (reversed),GCF_943734695.1_idAnoMacuDA_375_x_genomic_EVE042 (reversed),GCF_943734695.1_idAnoMacuDA_375_x_genomic_EVE043 (reversed),GCF_943734695.1_idAnoMacuDA_375_x_genomic_EVE044 (reversed),GCF_943734695.1_idAnoMacuDA_375_x_genomic_EVE040 (reversed),GCF_943734695.1_idAnoMacuDA_375_x_genomic_EVE041 (reversed),GCF_943734695.1_idAnoMacuDA_375_x_genomic_EVE039 (reversed),GCF_943734695.1_idAnoMacuDA_375_x_genomic_EVE052,CALSEK01_EVE029 (reversed),GCF_943734695.1_idAnoMacuDA_375_x_genomic_EVE026 (reversed),CALSEK01_EVE030 (reversed),GCF_943734695.1_idAnoMacuDA_375_x_genomic_EVE030 (reversed),GCF_943734695.1_idAnoMacuDA_375_x_genomic_EVE008 (reversed),CALSEK01_EVE022,GCF_943734695.1_idAnoMacuDA_375_x_genomic_EVE010,CALSEK01_EVE025,GCF_943734695.1_idAnoMacuDA_375_x_genomic_EVE023,GCF_943734695.1_idAnoMacuDA_375_x_genomic_EVE027,CALSEK01_EVE031,GCF_943734695.1_idAnoMacuDA_375_x_genomic_EVE031,CALSEK01_EVE033,GCF_943734695.1_idAnoMacuDA_375_x_genomic_EVE034,CALSEK01_EVE034,GCF_943734695.1_idAnoMacuDA_375_x_genomic_EVE033,CALSEK01_EVE035,GCF_943734695.1_idAnoMacuDA_375_x_genomic_EVE038,GCF_943734695.1_idAnoMacuDA_375_x_genomic_EVE037,CALSEK01_EVE036,GCF_943734695.1_idAnoMacuDA_375_x_genomic_EVE035,GCF_943734695.1_idAnoMacuDA_375_x_genomic_EVE036,CALSEK01_EVE039,CALSEK01_EVE040,GCF_943734695.1_idAnoMacuDA_375_x_genomic_EVE045,GCF_943734695.1_idAnoMacuDA_375_x_genomic_EVE046,GCF_943734695.1_idAnoMacuDA_375_x_genomic_EVE047,GCF_943734695.1_idAnoMacuDA_375_x_genomic_EVE048,CALSEK01_EVE020,GCF_943734695.1_idAnoMacuDA_375_x_genomic_EVE020,CALSEK01_EVE023,GCF_943734695.1_idAnoMacuDA_375_x_genomic_EVE021,CALSEK01_EVE028,GCF_943734695.1_idAnoMacuDA_375_x_genomic_EVE029,CALSEK01_EVE027,GCF_943734695.1_idAnoMacuDA_375_x_genomic_EVE028,CALSEK01_EVE009,GCF_943734695.1_idAnoMacuDA_375_x_genomic_EVE006,CALSEK01_EVE026,GCF_943734695.1_idAnoMacuDA_375_x_genomic_EVE024,CALSEK01_EVE006,CALSEK01_EVE008 (reversed),GCF_943734695.1_idAnoMacuDA_375_x_genomic_EVE003 (reversed),CALSEK01_EVE021,CALSEK01_EVE004,GCF_943734695.1_idAnoMacuDA_375_x_genomic_EVE007,GCF_943734695.1_idAnoMacuDA_375_x_genomic_EVE025,CALSEK01_EVE024,GCF_943734695.1_idAnoMacuDA_375_x_genomic_EVE022,CALSEK01_EVE032,GCF_943734695.1_idAnoMacuDA_375_x_genomic_EVE032
CALSEK01_EVE046,24.5283,24.8428,29.4574,29.4574,27.2436,27.2436,16.5766,16.7568,22.4771,20.5426,19.3617,19.7034,19.7034,19.6617,19.3617,19.4093,19.3617,19.7872,19.7872,19.3617,19.3617,19.3617,19.3617,19.3617,19.3617,19.3617,19.3617,19.3617,19.3617,,100.0000,90.6542,63.6905,63.6905,46.8599,25.0000,28.1250,20.9068,20.9068,18.8235,21.4106,21.4106,21.7391,21.7391,21.9949,21.9949,0.0000,21.9949,21.9949,21.4834,19.7368,19.7368,0.0000,0.0000,31.8182,31.8182,31.8182,31.8182,31.8182,30.9091,30.9091,25.6881,26.1682,23.3645,23.6760,21.8069,18.3463,22.2222,23.1214,22.8324,22.7414,22.7414,29.0123,15.9483,16.3793,16.5254,16.3636,20.5279,20.5279,23.7952,23.7952,23.7952,24.3976,24.3976,24.3976,27.0588,27.0588,27.0588,27.0588,27.0588,27.0588,22.7027,23.8938,26.9122,27.1955,15.4088,15.0943,24.4604,24.4604,19.0031,18.6916,19.7425,19.7425,28.5714,15.3509,15.7895,21.6931,19.0083,19.0083,24.1477,22.4638,22.4638,17.2932,17.2932
GCF_943734695.1_idAnoMacuDA_375_x_genomic_EVE053,24.5283,24.8428,29.4574,29.4574,27.2436,27.2436,16.5766,16.7568,22.4771,20.5426,19.3617,19.7034,19.7034,19.6617,19.3617,19.4093,19.3617,19.7872,19.7872,19.3617,19.3617,19.3617,19.3617,19.3617,19.3617,19.3617,19.3617,19.3617,19.3617,100.0000,,90.6542,63.6905,63.6905,46.8599,25.0000,28.1250,20.9068,20.9068,18.8235,21.4106,21.4106,21.7391,21.7391,21.9949,21.9949,0.0000,21.9949,21.9949,21.4834,19.7368,19.7368,0.0000,0.0000,31.8182,31.8182,31.8182,31.8182,31.8182,30.9091,30.9091,25.6881,26.1682,23.3645,23.6760,21.8069,18.3463,22.2222,23.1214,22.8324,22.7414,22.7414,29.0123,15.9483,16.3793,16.5254,16.3636,20.5279,20.5279,23.7952,23.7952,23.7952,24.3976,24.3976,24.3976,27.0588,27.0588,27.0588,27.0588,27.0588,27.0588,22.7027,23.8938,26.9122,27.1955,15.4088,15.0943,24.4604,24.4604,19.0031,18.6916,19.7425,19.7425,28.5714,15.3509,15.7895,21.6931,19.0083,19.0083,24.1477,22.4638,22.4638,17.2932,17.2932
GCF_943734695.1_idAnoMacuDA_375_x_genomic_EVE057,24.8162,25.0482,30.8824,30.8824,22.7624,22.7624,19.3267,19.5244,22.4771,10.8209,22.1060,23.8817,23.0422,23.6482,23.1905,20.4416,20.8096,20.5566,20.5566,21.1965,21.1965,21.1965,21.1965,21.1965,21.1965,21.1965,21.1965,21.2703,21.3442,90.6542,90.6542,,71.1864,71.1864,53.4591,23.5955,25.4980,23.0079,23.0079,18.5315,21.0909,20.9091,21.0312,21.0312,20.9634,20.9634,18.0723,20.9634,20.9634,20.8955,19.6388,19.6388,18.2768,18.5379,29.0909,29.0909,29.0909,29.0909,29.0909,28.1818,28.1818,23.8532,16.5289,17.3529,17.0393,17.4120,16.3832,17.7632,19.8002,20.3975,11.3074,11.3074,28.3951,10.3789,11.0379,13.5053,13.5252,17.3913,17.3913,19.8842,19.7876,19.6911,19.8842,19.8842,19.8842,19.3910,19.3910,19.3910,19.3910,19.3910,19.3910,17.9204,17.8947,21.3925,21.3925,16.7426,16.9704,22.7154,22.7154,18.6327,17.1965,16.1994,16.0436,29.9107,15.5660,15.4472,17.6471,15.3355,15.3355,20.9987,12.1179,12.1311,15.0794,15.7233
CALSEK01_EVE045,24.2938,24.2938,25.7143,25.7143,27.0440,27.0440,22.2222,21.3333,36.1905,36.1905,24.2718,24.5192,24.5192,24.4019,22.8155,23.8095,25.2427,24.2718,24.2718,22.8155,22.8155,22.8155,22.8155,22.8155,22.3301,22.3301,22.3301,22.8155,22.8155,63.6905,63.6905,71.1864,,100.0000,66.6667,0.0000,28.1437,24.8980,24.8980,20.4167,25.7143,25.7143,24.2678,24.2678,24.6862,24.6862,0.0000,24.6862,24.6862,24.6862,0.0000,0.0000,0.0000,0.0000,28.2353,28.2353,28.2353,28.2353,28.2353,27.0588,27.0588,27.5862,30.5085,25.4237,24.8588,24.8588,24.8588,25.4237,25.6684,26.2032,28.2486,28.2486,26.6129,18.9873,21.5190,19.2771,16.9492,19.8980,19.8980,23.8889,23.8889,23.3333,23.8889,23.8889,23.8889,29.4737,29.4737,29.4737,29.4737,29.4737,29.4737,22.5989,22.1311,23.7288,23.1638,24.2938,23.7288,29.9435,29.9435,23.1638,22.0339,28.7500,28.7500,26.3804,30.6667,30.6667,22.8448,29.2135,29.2135,25.4808,24.3902,24.3902,23.8938,23.8938
GCF_943734695.1_idAnoMacuDA_375_x_genomic_EVE054,24.2938,24.2938,25.7143,25.7143,27.0440,27.0440,22.2222,21.3333,36.1905,36.1905,24.2718,24.5192,24.5192,24.4019,22.8155,23.8095,25.2427,24.2718,24.2718,22.8155,22.8155,22.8155,22.8155,22.8155,22.3301,22.3301,22.3301,22.8155,22.8155,63.6905,63.6905,71.1864,100.0000,,66.6667,0.0000,28.1437,24.8980,24.8980,20.4167,25.7143,25.7143,24.2678,24.2678,24.6862,24.6862,0.0000,24.6862,24.6862,24.6862,0.0000,0.0000,0.0000,0.0000,28.2353,28.2353,28.2353,28.2353,28.2353,27.0588,27.0588,27.5862,30.5085,25.4237,24.8588,24.8588,24.8588,25.4237,25.6684,26.2032,28.2486,28.2486,26.6129,18.9873,21.5190,19.2771,16.9492,19.8980,19.8980,23.8889,23.8889,23.3333,23.8889,23.8889,23.8889,29.4737,29.4737,29.4737,29.4737,29.4737,29.4737,22.5989,22.1311,23.7288,23.1638,24.2938,23.7288,29.9435,29.9435,23.1638,22.0339,28.7500,28.7500,26.3804,30.6667,30.6667,22.8448,29.2135,29.2135,25.4808,24.3902,24.3902,23.8938,23.8938
CALSEK01_EVE044,26.1905,26.2136,27.8607,27.8607,26.0870,26.0870,15.0183,14.6520,28.7770,15.1724,19.3878,18.9796,18.9796,19.1837,18.3673,18.9796,19.3878,18.9796,18.9796,18.3673,18.3673,18.3673,18.3673,18.3673,18.3673,18.3673,18.3673,18.3673,18.3673,46.8599,46.8599,53.4591,66.6667,66.6667,,39.8374,30.5466,22.3975,22.3975,34.6154,24.1379,23.2759,24.7126,24.7126,24.7126,24.7126,34.2105,24.7126,24.7126,24.1379,24.7387,24.7387,0.0000,0.0000,35.4430,35.4430,35.4430,35.4430,35.4430,35.4430,35.4430,24.3590,27.2414,28.0822,28.0822,26.0274,21.7877,28.6195,25.8567,25.8567,24.1379,24.1379,32.6087,12.6280,12.9693,17.0648,17.0648,22.0395,22.0395,24.3077,24.0000,24.0000,24.3077,24.3077,24.3077,24.0741,24.0741,24.0741,24.0741,24.0741,24.0741,16.9014,0.0000,21.6080,21.1055,19.3103,19.6552,36.0294,36.0294,22.7586,24.1379,24.8276,24.1379,31.3043,18.9655,18.9655,28.2958,16.8966,16.8966,27.1812,24.1379,24.1379,21.7241,21.7241
CALSEK01_EVE051,13.0435,19.3548,42.3077,42.3077,25.3918,25.3918,17.9654,17.9654,0.0000,2.9762,13.8075,14.0167,13.8075,13.8075,13.8075,16.3415,16.3415,16.3415,16.3415,16.0976,16.0976,16.0976,16.0976,16.0976,16.0976,16.0976,16.3415,15.8537,15.8537,25.0000,25.0000,23.5955,0.0000,0.0000,39.8374,,100.0000,20.9809,20.9809,0.0000,20.8145,18.0995,23.4568,23.4568,23.7037,23.7037,24.0260,23.4568,23.4568,23.4568,20.8511,20.8511,19.6629,19.6629,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20.3008,20.8481,20.1413,17.4757,17.9612,22.6804,24.0924,24.4224,7.8358,8.5821,0.0000,17.7885,18.2692,17.1875,17.5610,19.0299,19.0299,20.7273,21.0909,21.0909,21.0909,21.0909,21.0909,17.3554,17.3554,17.3554,17.3554,17.3554,17.3554,0.0000,0.0000,22.3140,22.0386,25.7937,26.5873,0.0000,0.0000,22.8571,21.4876,24.6964,24.2915,0.0000,20.1613,19.8238,24.0260,18.9573,18.4834,22.8137,18.6131,18.6813,25.1256,27.9661
GCF_943734695.1_idAnoMacuDA_375_x_genomic_EVE059,21.5259,23.1003,32.8467,32.8467,23.3494,23.3494,15.7246,15.5190,24.0909,14.4231,16.7031,16.5939,16.4847,16.4847,16.5939,17.8066,17.9245,17.6887,17.6887,17.9245,17.9245,17.9245,17.9245,17.9245,17.9245,17.9245,18.0425,17.8066,17.8066,28.1250,28.1250,25.4980,28.1437,28.1437,30.5466,100.0000,,21.2676,21.2676,18.4211,23.0496,21.9858,22.6415,22.6415,22.7763,22.7763,24.0260,22.6415,22.6415,22.9111,21.6438,21.6438,19.6629,19.6629,32.7273,32.7273,32.7273,32.7273,32.7273,32.7273,32.7273,34.8624,23.4043,24.4406,24.2685,21.6270,18.5965,23.0303,22.8896,22.8896,15.1943,15.5477,29.8851,15.0718,15.5502,18.3158,18.4762,19.7183,19.7183,21.8058,21.9761,21.6354,21.6354,21.6354,21.6354,18.6613,18.6613,18.6613,18.6613,18.6613,18.6613,22.2826,22.3214,21.5714,21.1429,21.2727,21.4545,22.0974,22.0974,23.4672,23.6277,23.4043,23.1915,21.6450,18.2819,18.4758,25.3165,19.1874,18.9616,23.9510,19.5531,19.5896,21.7582,21.9251
CALSEK01_EVE041,17.7489,20.0000,22.9927,22.9927,22.9769,22.9769,19.5811,19.2168,23.5897,11.7271,21.1406,21.1406,21.3373,21.3373,21.1406,20.3219,19.8189,20.0201,20.0201,19.9195,19.9195,19.9195,19.9195,19.9195,19.8189,19.8189,19.8189,19.9195,20.0201,20.9068,20.9068,23.0079,24.8980,24.8980,22.3975,20.9809,21.2676,,100.0000,60.3509,57.3883,56.8729,61.0323,61.0323,61.5484,61.5484,62.4615,61.4194,61.2903,61.4194,55.6250,55.6250,62.2449,62.7551,37.2727,37.2727,37.2727,37.2727,37.2727,38.1818,36.3636,36.6972,18.1698,21.5789,20.6579,20.4204,19.1989,21.7687,22.2080,22.2805,11.3307,11.0672,22.9508,15.3361,14.4958,18.2143,17.7152,20.5198,20.5198,17.7835,17.9124,18.1701,18.1701,18.1701,18.1701,20.1413,20.1413,20.1413,20.1413,20.1413,20.1413,20.5036,18.4466,16.8786,17.2254,17.5243,16.6898,20.4893,20.4893,17.7852,15.8672,18.2640,18.0832,23.1092,15.6788,14.5418,20.9974,15.1970,15.1970,21.8707,15.7233,15.5906,19.2950,20.3390
GCF_943734695.1_idAnoMacuDA_375_x_genomic_EVE051,17.7489,20.0000,22.9927,22.9927,22.9769,22.9769,19.5811,19.2168,23.5897,11.7271,21.1406,21.1406,21.3373,21.3373,21.1406,20.3219,19.8189,20.0201,20.0201,19.9195,19.9195,19.9195,19.9195,19.9195,19.8189,19.8189,19.8189,19.9195,20.0201,20.9068,20.9068,23.0079,24.8980,24.8980,22.3975,20.9809,21.2676,100.0000,,60.3509,57.3883,56.8729,61.0323,61.0323,61.5484,61.5484,62.4615,61.4194,61.2903,61.4194,55.6250,55.6250,62.2449,62.7551,37.2727,37.2727,37.2727,37.2727,37.2727,38.1818,36.3636,36.6972,18.1698,21.5789,20.6579,20.4204,19.1989,21.7687,22.2080,22.2805,11.3307,11.0672,22.9508,15.3361,14.4958,18.2143,17.7152,20.5198,20.5198,17.7835,17.9124,18.1701,18.1701,18.1701,18.1701,20.1413,20.1413,20.1413,20.1413,20.1413,20.1413,20.5036,18.4466,16.8786,17.2254,17.5243,16.6898,20.4893,20.4893,17.7852,15.8672,18.2640,18.0832,23.1092,15.6788,14.5418,20.9974,15.1970,15.1970,21.8707,15.7233,15.5906,19.2950,20.3390
CALSEK01_EVE048,15.7343,16.7832,18.6207,18.6207,21.6080,21.6080,27.8351,26.1168,22.7586,22.7586,25.1748,26.2238,26.2238,26.1324,25.5245,26.8293,25.5245,25.8741,25.8741,25.5245,25.5245,25.5245,25.5245,25.5245,25.1748,25.1748,25.1748,25.5245,25.5245,18.8235,18.8235,18.5315,20.4167,20.4167,34.6154,0.0000,18.4211,60.3509,60.3509,,53.9519,53.9519,56.1404,56.1404,55.3265,55.3265,0.0000,55.3265,55.3265,55.3265,53.3333,53.3333,0.0000,0.0000,23.8532,23.8532,23.8532,23.8532,23.8532,23.8532,23.8532,22.9358,22.0280,19.9301,19.2308,18.5315,18.5315,18.7970,15.0350,15.3846,12.5874,12.5874,25.0000,22.3301,20.3883,17.1171,23.0047,19.9313,19.9313,18.5315,18.5315,19.2308,19.2308,19.2308,19.2308,18.5185,18.5185,18.5185,18.5185,18.5185,18.5185,18.9964,15.9420,13.6364,13.2867,16.7832,16.0839,18.8811,18.8811,14.3357,14.6853,13.3333,13.3333,21.3930,15.1515,15.1515,25.7732,17.8295,17.8295,18.6620,16.1491,15.5280,22.8758,22.8758
CALSEK01_EVE043,14.8201,16.6124,23.3577,23.3577,20.2703,20.2703,20.5674,19.4313,27.6923,13.1403,19.2845,20.3966,20.3022,20.3022,20.4082,19.7208,19.2845,19.4590,19.4590,20.3110,20.3110,20.3110,20.3110,20.3110,20.2138,20.2138,20.2138,20.3110,20.3110,21.4106,21.4106,21.0909,25.7143,25.7143,24.1379,20.8145,23.0496,57.3883,57.3883,53.9519,,99.0142,66.3420,66.3420,67.3160,67.3160,57.5758,67.4242,67.4242,67.5325,59.6215,59.6215,33.3333,33.3333,36.3636,36.3636,36.3636,36.3636,36.3636,37.2727,36.3636,37.6147,23.8095,17.0951,16.2703,15.2853,14.7923,17.0732,22.0149,21.6418,15.4717,15.0943,27.8689,14.3223,13.8107,15.2225,15.8790,19.4489,19.4489,16.6290,16.7421,17.0814,16.8552,16.8552,16.8552,18.5336,18.5336,18.5336,18.5336,18.5336,18.5336,17.4484,16.9197,15.6364,15.6364,14.8738,14.2098,18.3983,18.3983,16.9231,16.8200,17.9070,17.6744,23.9496,16.3317,16.0804,18.7043,13.5321,13.5321,21.4754,17.5589,17.3448,21.5217,20.3661
GCF_943734695.1_idAnoMacuDA_375_x_genomic_EVE050,14.5324,16.2866,23.3577,23.3577,19.6911,19.6911,20.0946,19.0363,27.6923,13.3787,19.1099,20.2077,20.1133,20.1133,20.2138,19.5462,19.1099,19.2845,19.2845,20.1166,20.1166,20.1166,20.1166,20.1166,20.0194,20.0194,20.0194,20.1166,20.1166,21.4106,21.4106,20.9091,25.7143,25.7143,23.2759,18.0995,21.9858,56.8729,56.8729,53.9519,99.0142,,65.9091,65.9091,66.8831,66.8831,58.3333,66.9913,66.9913,67.0996,58.6751,58.6751,33.3333,33.3333,36.3636,36.3636,36.3636,36.3636,36.3636,37.2727,36.3636,37.6147,23.1830,16.7095,15.8949,15.0700,14.5897,16.5505,21.2687,20.8955,15.3459,14.9686,27.8689,13.5550,13.0435,14.5199,15.3119,19.2869,19.2869,16.2896,16.4027,16.7421,16.5158,16.5158,16.5158,18.1263,18.1263,18.1263,18.1263,18.1263,18.1263,17.4484,16.9197,15.5152,15.5152,14.7410,14.0770,18.3983,18.3983,16.7949,16.8200,17.6744,17.4419,23.9496,16.6667,16.4103,18.3908,13.5321,13.5321,20.9836,17.1306,16.9165,20.8696,19.9085
CALSEK01_EVE049,14.5138,18.4211,22.9927,22.9927,21.5938,21.5938,21.8241,21.3446,23.0769,10.2362,20.1361,21.2750,22.2136,21.2009,20.7733,19.8113,19.4070,19.4744,19.4744,19.9228,19.9228,19.9228,19.9228,19.9228,19.8456,19.8456,19.9228,19.8456,19.9228,21.7391,21.7391,21.0312,24.2678,24.2678,24.7126,23.4568,22.6415,61.0323,61.0323,56.1404,66.3420,65.9091,,100.0000,98.9446,98.9446,99.7151,98.8566,98.7687,98.7687,81.5625,81.5625,62.1622,61.7117,40.0000,40.0000,40.0000,40.0000,40.0000,40.9091,40.0000,39.4495,20.2783,15.1235,14.5440,15.4369,15.8088,22.7869,20.1330,21.2897,10.1278,10.2262,26.7760,13.2296,12.4514,18.2274,19.1589,19.9472,19.9472,18.7323,18.8269,18.9215,18.8269,18.8269,18.8269,20.3020,20.3020,20.3020,20.3020,20.3020,20.3020,18.0266,16.4835,18.8661,18.9638,15.9041,15.5773,18.2018,18.2018,16.9927,15.9686,16.4407,16.2712,23.5294,15.3846,14.4981,19.2889,12.7846,12.7846,21.3049,15.6835,15.5396,18.3888,19.0583
GCF_943734695.1_idAnoMacuDA_375_x_genomic_EVE058,14.5138,18.4211,22.9927,22.9927,21.5938,21.5938,21.8241,21.3446,23.0769,10.2362,20.1361,21.2750,22.2136,21.2009,20.7733,19.8113,19.4070,19.4744,19.4744,19.9228,19.9228,19.9228,19.9228,19.9228,19.8456,19.8456,19.9228,19.8456,19.9228,21.7391,21.7391,21.0312,24.2678,24.2678,24.7126,23.4568,22.6415,61.0323,61.0323,56.1404,66.3420,65.9091,100.0000,,98.9446,98.9446,99.7151,98.8566,98.7687,98.7687,81.5625,81.5625,62.1622,61.7117,40.0000,40.0000,40.0000,40.0000,40.0000,40.9091,40.0000,39.4495,20.2783,15.1235,14.5440,15.4369,15.8088,22.7869,20.1330,21.2897,10.1278,10.2262,26.7760,13.2296,12.4514,18.2274,19.1589,19.9472,19.9472,18.7323,18.8269,18.9215,18.8269,18.8269,18.8269,20.3020,20.3020,20.3020,20.3020,20.3020,20.3020,18.0266,16.4835,18.8661,18.9638,15.9041,15.5773,18.2018,18.2018,16.9927,15.9686,16.4407,16.2712,23.5294,15.3846,14.4981,19.2889,12.7846,12.7846,21.3049,15.6835,15.5396,18.3888,19.0583
CALSEK01_EVE050,14.6589,18.5855,23.3577,23.3577,21.8509,21.8509,21.8893,21.4099,24.6154,10.8268,20.0680,21.2750,22.2136,21.2009,20.7733,19.7439,19.4070,19.4744,19.4744,19.9228,19.9228,19.9228,19.9228,19.9228,19.8456,19.8456,19.9228,19.8456,19.9228,21.9949,21.9949,20.9634,24.6862,24.6862,24.7126,23.7037,22.7763,61.5484,61.5484,55.3265,67.3160,66.8831,98.9446,98.9446,,100.0000,99.4302,99.7361,99.6482,99.4723,81.2500,81.2500,61.7117,61.2613,41.8182,41.8182,41.8182,41.8182,41.8182,42.7273,41.8182,41.2844,20.1789,15.2778,14.7013,15.6311,15.9926,23.1148,20.0380,21.1873,10.4228,10.5211,28.4153,13.8132,13.0350,18.2274,19.1589,20.2114,20.2114,19.0161,19.1107,19.2053,19.1107,19.1107,19.1107,20.8054,20.8054,20.8054,20.8054,20.8054,20.8054,18.2163,16.7033,18.9638,19.0616,15.9041,15.5773,18.4211,18.4211,17.2372,16.0995,16.7797,16.6102,23.5294,15.5635,14.6840,19.2889,12.9597,12.9597,21.3049,15.8273,15.6835,18.7391,19.2825
GCF_943734695.1_idAnoMacuDA_375_x_genomic_EVE064,14.6589,18.5855,23.3577,23.3577,21.8509,21.8509,21.8893,21.4099,24.6154,10.8268,20.0680,21.2750,22.2136,21.2009,20.7733,19.7439,19.4070,19.4744,19.4744,19.9228,19.9228,19.9228,19.9228,19.9228,19.8456,19.8456,19.9228,19.8456,19.9228,21.9949,21.9949,20.9634,24.6862,24.6862,24.7126,23.7037,22.7763,61.5484,61.5484,55.3265,67.3160,66.8831,98.9446,98.9446,100.0000,,99.4302,99.7361,99.6482,99.4723,81.2500,81.2500,61.7117,61.2613,41.8182,41.8182,41.8182,41.8182,41.8182,42.7273,41.8182,41.2844,20.1789,15.2778,14.7013,15.6311,15.9926,23.1148,20.0380,21.1873,10.4228,10.5211,28.4153,13.8132,13.0350,18.2274,19.1589,20.2114,20.2114,19.0161,19.1107,19.2053,19.1107,19.1107,19.1107,20.8054,20.8054,20.8054,20.8054,20.8054,20.8054,18.2163,16.7033,18.9638,19.0616,15.9041,15.5773,18.4211,18.4211,17.2372,16.0995,16.7797,16.6102,23.5294,15.5635,14.6840,19.2889,12.9597,12.9597,21.3049,15.8273,15.6835,18.7391,19.2825
GCF_943734695.1_idAnoMacuDA_375_x_genomic_EVE056,6.6667,0.0000,0.0000,0.0000,21.7949,21.7949,20.8000,20.2000,0.0000,2.2222,21.1765,22.2689,25.5370,22.2689,22.0588,19.4656,19.0840,19.0840,19.0840,19.6903,19.6903,19.6903,19.6903,19.6903,19.6903,19.6903,19.9115,19.4690,19.6903,0.0000,0.0000,18.0723,0.0000,0.0000,34.2105,24.0260,24.0260,62.4615,62.4615,0.0000,57.5758,58.3333,99.7151,99.7151,99.4302,99.4302,,100.0000,99.7151,99.7151,78.9855,78.9855,62.1622,61.7117,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.9053,11.5741,11.2769,16.0173,16.0173,24.6988,21.0390,23.9482,5.3977,5.3977,0.0000,13.0081,12.1951,17.0068,15.2542,21.9780,21.9780,19.0789,19.4079,19.4079,19.4079,19.4079,19.4079,23.8494,23.8494,23.8494,23.8494,23.8494,23.8494,0.0000,0.0000,22.5714,23.4286,18.9831,18.3051,0.0000,0.0000,23.8095,16.6667,19.7183,19.7183,0.0000,21.5548,20.2290,21.0526,10.8527,10.8527,24.0876,13.3523,13.3523,16.1702,16.3636
GCF_943734695.1_idAnoMacuDA_375_x_genomic_EVE061,14.6589,18.5855,23.3577,23.3577,21.5938,21.5938,21.8241,21.2794,24.6154,10.8268,20.0000,21.2009,22.1362,21.1268,20.6975,19.6765,19.3396,19.4070,19.4070,19.8456,19.8456,19.8456,19.8456,19.8456,19.7683,19.7683,19.8456,19.7683,19.8456,21.9949,21.9949,20.9634,24.6862,24.6862,24.7126,23.4568,22.6415,61.4194,61.4194,55.3265,67.4242,66.9913,98.8566,98.8566,99.7361,99.7361,100.0000,,99.9120,99.5602,80.9375,80.9375,62.1622,61.7117,41.8182,41.8182,41.8182,41.8182,41.8182,42.7273,41.8182,41.2844,20.3777,15.2778,14.7013,15.4369,15.8088,23.1148,20.1330,21.2897,10.4228,10.5211,28.4153,13.8132,13.0350,18.2274,19.1589,20.0793,20.0793,19.1107,19.2053,19.2999,19.2053,19.2053,19.2053,20.6376,20.6376,20.6376,20.6376,20.6376,20.6376,18.2163,16.7033,18.7683,18.8661,15.9041,15.5773,18.4211,18.4211,17.3594,16.2304,16.9492,16.7797,23.5294,15.2057,14.3123,19.2000,12.9597,12.9597,21.4381,15.8273,15.6835,18.5639,19.2825
