eve_id	confidence	eve_score	suggests	because	locus	top_evalue	top_pident	top_desc	top_viral_desc	top_viral_lineage	max_count_phylum
ATLV01_EVE052	low	24	maybe-viral (9), non-viral (7), viral (3), retro (1)	uncharacterized protein (9), annotated protein of Eukaryota (6), VDB (3), annotated protein of unclassified root superkingdom (1), retro (1)	ATLV01023561.1_1308-1523:+	3.08e-28	69.4	RNA-directed DNA polymerase (Fragment) n=1 Tax=Aedes albopictus  RepID=A0A1W7R6M6_AEDAL	putative RdRP [Lampyris noctiluca errantivirus 1] acc=QBP37036.1 	k__Viruses;K__Pararnavirae;p__Artverviricota;c__Revtraviricetes;o__Ortervirales;f__Metaviridae;g__Errantivirus;s__Lampyris noctiluca errantivirus 1	Arthropoda
ATLV01_EVE053	low	23	non-viral (10), maybe-viral (5), viral (4), retro (2)	annotated protein of Eukaryota (8), VDB (4), uncharacterized protein (3), hypothetical protein (2), retro (2), annotated protein of Bacteria (1), annotated protein of unclassified root superkingdom (1)	ATLV01000113.1_694-936:-	6.12e-23	61.3	RNA-directed DNA polymerase (Fragment) n=1 Tax=Aedes albopictus  RepID=A0A1W7R6M6_AEDAL	putative RdRP [Lampyris noctiluca errantivirus 1] acc=QBP37036.1 	k__Viruses;K__Pararnavirae;p__Artverviricota;c__Revtraviricetes;o__Ortervirales;f__Metaviridae;g__Errantivirus;s__Lampyris noctiluca errantivirus 1	Arthropoda
ATLV01_EVE054	low	23	maybe-viral (9), non-viral (6), viral (3), retro (2)	uncharacterized protein (9), annotated protein of Eukaryota (4), VDB (3), annotated protein of unclassified root superkingdom (2), retro (2)	ATLV01000960.1_447-682:+	1.34e-27	63.8	uncharacterized protein LOC129716953 n=1 Tax=Wyeomyia smithii  RepID=UPI002467D93D	putative RNA-dependent RNA polymerase [Aedes aegypti To virus 2] acc=QPF16710.1 	k__Viruses;K__unclassified Viruses kingdom;p__unclassified Viruses phylum;c__unclassified Viruses class;o__unclassified Viruses order;f__unclassified Viruses family;g__unclassified Viruses genus;s__Aedes aegypti To virus 2	Arthropoda
ATLV01_EVE055	low	23	maybe-viral (8), non-viral (8), viral (3), retro (1)	uncharacterized protein (8), annotated protein of Eukaryota (6), VDB (3), annotated protein of Bacteria (1), annotated protein of unclassified root superkingdom (1), retro (1)	ATLV01006196.1_12753-12995:+	1.3600000000000002e-26	63.3	uncharacterized protein LOC129763032 n=1 Tax=Toxorhynchites rutilus septentrionalis  RepID=UPI00247A7460	putative RdRP [Lampyris noctiluca errantivirus 1] acc=QBP37036.1 	k__Viruses;K__Pararnavirae;p__Artverviricota;c__Revtraviricetes;o__Ortervirales;f__Metaviridae;g__Errantivirus;s__Lampyris noctiluca errantivirus 1	Arthropoda
ATLV01_EVE056	low	22	maybe-viral (17), non-viral (2), viral (1)	uncharacterized protein (17), annotated protein of Eukaryota (2), VDB (1)	ATLV01002829.1_108-197:-	9.82e-8	83.3	Uncharacterized protein n=1 Tax=Eumeta variegata  RepID=A0A4C1WNS5_EUMVA	Sigma 2 [Phocid orthoreovirus 1] acc=QJE50384.1 	k__Viruses;K__Orthornavirae;p__Duplornaviricota;c__Resentoviricetes;o__Reovirales;f__Spinareoviridae;g__Orthoreovirus;s__Phocid orthoreovirus 1	Arthropoda
ATLV01_EVE057	low	22	maybe-viral (17), non-viral (2), viral (1)	uncharacterized protein (17), annotated protein of Eukaryota (2), VDB (1)	ATLV01003777.1_157-246:-	9.82e-8	83.3	Uncharacterized protein n=1 Tax=Eumeta variegata  RepID=A0A4C1WNS5_EUMVA	Sigma 2 [Phocid orthoreovirus 1] acc=QJE50384.1 	k__Viruses;K__Orthornavirae;p__Duplornaviricota;c__Resentoviricetes;o__Reovirales;f__Spinareoviridae;g__Orthoreovirus;s__Phocid orthoreovirus 1	Arthropoda
ATLV01_EVE058	low	22	maybe-viral (9), non-viral (8), viral (3), retro (2)	uncharacterized protein (9), annotated protein of Eukaryota (7), retro (2), VDB (2), annotated protein of unclassified root superkingdom (1), UDB Viruses (1)	ATLV01010695.1_14174-14281:+	8.63e-11	76.5	uncharacterized protein LOC128735958 n=1 Tax=Sabethes cyaneus  RepID=UPI00237EABF9	putative RdRP [Lampyris noctiluca errantivirus 1] acc=QBP37036.1 	k__Viruses;K__Pararnavirae;p__Artverviricota;c__Revtraviricetes;o__Ortervirales;f__Metaviridae;g__Errantivirus;s__Lampyris noctiluca errantivirus 1	Arthropoda
ATLV01_EVE059	low	22	maybe-viral (9), non-viral (9), viral (3), retro (1)	annotated protein of Eukaryota (8), uncharacterized protein (8), VDB (3), annotated protein of unclassified root superkingdom (1), polyprotein protein (1), retro (1)	ATLV01010700.1_2209-2466:+	1.94e-32	68.6	RNA-directed DNA polymerase (Fragment) n=1 Tax=Aedes albopictus  RepID=A0A1W7R6M6_AEDAL	putative RdRP [Lampyris noctiluca errantivirus 1] acc=QBP37036.1 	k__Viruses;K__Pararnavirae;p__Artverviricota;c__Revtraviricetes;o__Ortervirales;f__Metaviridae;g__Errantivirus;s__Lampyris noctiluca errantivirus 1	Arthropoda
ATLV01_EVE060	low	22	non-viral (10), maybe-viral (8), viral (3)	annotated protein of Eukaryota (9), uncharacterized protein (8), VDB (3), annotated protein of unclassified root superkingdom (1)	ATLV01016819.1_4931-5179:-	8.58e-30	67.9	RNA-directed DNA polymerase (Fragment) n=1 Tax=Aedes albopictus  RepID=A0A1W7R6M6_AEDAL	putative RdRP [Lampyris noctiluca errantivirus 1] acc=QBP37036.1 	k__Viruses;K__Pararnavirae;p__Artverviricota;c__Revtraviricetes;o__Ortervirales;f__Metaviridae;g__Errantivirus;s__Lampyris noctiluca errantivirus 1	Arthropoda
ATLV01_EVE061	low	20	maybe-viral (7), non-viral (7), retro (5), viral (3)	uncharacterized protein (7), annotated protein of Eukaryota (4), retro (4), annotated protein of unclassified root superkingdom (3), VDB (3), reverse transcriptase (1)	ATLV01018571.1_378-635:-	8.65e-41	76.7	uncharacterized protein LOC128735958 n=1 Tax=Sabethes cyaneus  RepID=UPI00237EABF9	putative RdRP [Lampyris noctiluca errantivirus 1] acc=QBP37036.1 	k__Viruses;K__Pararnavirae;p__Artverviricota;c__Revtraviricetes;o__Ortervirales;f__Metaviridae;g__Errantivirus;s__Lampyris noctiluca errantivirus 1	Arthropoda
ATLV01_EVE062	low	20	maybe-viral (7), non-viral (7), retro (5), viral (3)	uncharacterized protein (7), annotated protein of Eukaryota (4), retro (4), annotated protein of unclassified root superkingdom (3), VDB (3), reverse transcriptase (1)	ATLV01023252.1_4887-5144:+	8.65e-41	76.7	uncharacterized protein LOC128735958 n=1 Tax=Sabethes cyaneus  RepID=UPI00237EABF9	putative RdRP [Lampyris noctiluca errantivirus 1] acc=QBP37036.1 	k__Viruses;K__Pararnavirae;p__Artverviricota;c__Revtraviricetes;o__Ortervirales;f__Metaviridae;g__Errantivirus;s__Lampyris noctiluca errantivirus 1	Arthropoda
ATLV01_EVE063	low	19	maybe-viral (9), non-viral (7), retro (2), viral (2)	uncharacterized protein (7), annotated protein of Eukaryota (6), hypothetical protein (2), VDB (2), annotated protein of unclassified root superkingdom (1), retro (1), reverse transcriptase (1)	ATLV01008138.1_1867-2076:-	4.8899999999999994e-30	75.7	uncharacterized protein LOC129763032 n=1 Tax=Toxorhynchites rutilus septentrionalis  RepID=UPI00247A7460	putative RdRP [Lampyris noctiluca errantivirus 1] acc=QBP37036.1 	k__Viruses;K__Pararnavirae;p__Artverviricota;c__Revtraviricetes;o__Ortervirales;f__Metaviridae;g__Errantivirus;s__Lampyris noctiluca errantivirus 1	Arthropoda
ATLV01_EVE064	low	19	maybe-viral (9), non-viral (7), retro (2), viral (2)	uncharacterized protein (9), annotated protein of Eukaryota (5), annotated protein of unclassified root superkingdom (2), retro (2), VDB (2)	ATLV01018581.1_1271-1507:+	2.69e-32	71.8	RNA-directed DNA polymerase (Fragment) n=1 Tax=Aedes albopictus  RepID=A0A1W7R6M6_AEDAL	putative RdRP [Lampyris noctiluca errantivirus 1] acc=QBP37036.1 	k__Viruses;K__Pararnavirae;p__Artverviricota;c__Revtraviricetes;o__Ortervirales;f__Metaviridae;g__Errantivirus;s__Lampyris noctiluca errantivirus 1	Arthropoda
ATLV01_EVE065	low	19	maybe-viral (10), non-viral (6), retro (3), viral (2)	uncharacterized protein (10), annotated protein of Eukaryota (5), retro (2), VDB (2), annotated protein of unclassified root superkingdom (1), reverse transcriptase (1)	ATLV01023809.1_61552-61788:-	6.58e-24	62.3	polyprotein [Chibugado virus] acc=QHA33695.1 	polyprotein [Chibugado virus] acc=QHA33695.1 	k__Viruses;K__Pararnavirae;p__Artverviricota;c__Revtraviricetes;o__Ortervirales;f__Metaviridae;g__unclassified Metaviridae genus;s__Chibugado virus	Arthropoda
ATLV01_EVE066	low	19	maybe-viral (15), non-viral (4), viral (1)	uncharacterized protein (15), annotated protein of Eukaryota (4), virus (1)	ATLV01026176.1_54813-55393:-	5.959999999999999e-133	100	Uncharacterized protein n=2 Tax=Myzorhynchus  RepID=A0A084WRQ9_ANOSI	NA	NA	Arthropoda
ATLV01_EVE067	low	18	maybe-viral (7), non-viral (7), retro (4), viral (2)	uncharacterized protein (7), annotated protein of Eukaryota (5), annotated protein of unclassified root superkingdom (2), retro (2), reverse transcriptase (2), VDB (2)	ATLV01004421.1_1069-1305:-	1.4799999999999998e-32	68.8	polyprotein [Chibugado virus] acc=QHA33695.1 	polyprotein [Chibugado virus] acc=QHA33695.1 	k__Viruses;K__Pararnavirae;p__Artverviricota;c__Revtraviricetes;o__Ortervirales;f__Metaviridae;g__unclassified Metaviridae genus;s__Chibugado virus	Arthropoda
ATLV01_EVE068	low	18	maybe-viral (9), non-viral (9), viral (2), retro (1)	annotated protein of Eukaryota (7), uncharacterized protein (7), annotated protein of unclassified root superkingdom (2), hypothetical protein (2), VDB (2), retro (1)	ATLV01015378.1_1096-1329:-	1.52e-35	70.5	putative RNA-dependent RNA polymerase [Aedes aegypti To virus 2] acc=QPF16710.1 	putative RNA-dependent RNA polymerase [Aedes aegypti To virus 2] acc=QPF16710.1 	k__Viruses;K__unclassified Viruses kingdom;p__unclassified Viruses phylum;c__unclassified Viruses class;o__unclassified Viruses order;f__unclassified Viruses family;g__unclassified Viruses genus;s__Aedes aegypti To virus 2	Arthropoda
ATLV01_EVE069	low	18	maybe-viral (7), non-viral (7), retro (4), viral (2)	uncharacterized protein (7), annotated protein of Eukaryota (5), annotated protein of unclassified root superkingdom (2), retro (2), reverse transcriptase (2), VDB (2)	ATLV01018389.1_53500-53736:+	1.4799999999999998e-32	68.8	polyprotein [Chibugado virus] acc=QHA33695.1 	polyprotein [Chibugado virus] acc=QHA33695.1 	k__Viruses;K__Pararnavirae;p__Artverviricota;c__Revtraviricetes;o__Ortervirales;f__Metaviridae;g__unclassified Metaviridae genus;s__Chibugado virus	Arthropoda
ATLV01_EVE070	low	18	maybe-viral (7), non-viral (7), retro (4), viral (2)	uncharacterized protein (7), annotated protein of Eukaryota (5), annotated protein of unclassified root superkingdom (2), retro (2), reverse transcriptase (2), VDB (2)	ATLV01023906.1_6717-6953:-	1.4799999999999998e-32	68.8	polyprotein [Chibugado virus] acc=QHA33695.1 	polyprotein [Chibugado virus] acc=QHA33695.1 	k__Viruses;K__Pararnavirae;p__Artverviricota;c__Revtraviricetes;o__Ortervirales;f__Metaviridae;g__unclassified Metaviridae genus;s__Chibugado virus	Arthropoda
ATLV01_EVE071	low	18	maybe-viral (8), non-viral (7), retro (3), viral (2)	uncharacterized protein (8), annotated protein of Eukaryota (6), retro (2), VDB (2), annotated protein of unclassified root superkingdom (1), reverse transcriptase (1)	ATLV01024080.1_3725-3937:+	4.2199999999999995e-31	77.5	uncharacterized protein LOC129763032 n=1 Tax=Toxorhynchites rutilus septentrionalis  RepID=UPI00247A7460	putative RdRP [Lampyris noctiluca errantivirus 1] acc=QBP37036.1 	k__Viruses;K__Pararnavirae;p__Artverviricota;c__Revtraviricetes;o__Ortervirales;f__Metaviridae;g__Errantivirus;s__Lampyris noctiluca errantivirus 1	Arthropoda
ATLV01_EVE072	low	17	maybe-viral (7), retro (7), non-viral (4), viral (2)	uncharacterized protein (5), annotated protein of Eukaryota (4), reverse transcriptase (4), retro (3), VDB (2), hypothetical protein (1), polyprotein protein (1)	ATLV01010638.1_4627-4740:-	2.24e-14	76.3	Reverse transcriptase domain-containing protein n=1 Tax=Aedes albopictus  RepID=A0A182GSX1_AEDAL	pol-like protein [Ceratitis capitata] acc=AAC28743.1 	NA	Arthropoda
ATLV01_EVE073	low	17	maybe-viral (8), non-viral (7), retro (3), viral (2)	uncharacterized protein (8), annotated protein of Eukaryota (7), retro (2), VDB (2), reverse transcriptase (1)	ATLV01021237.1_4543-4797:-	3.0699999999999998e-30	63.1	probable serine/threonine-protein kinase clkA n=1 Tax=Sabethes cyaneus  RepID=UPI00237DB268	putative RNA-dependent RNA polymerase [Aedes aegypti To virus 2] acc=QPF16710.1 	k__Viruses;K__unclassified Viruses kingdom;p__unclassified Viruses phylum;c__unclassified Viruses class;o__unclassified Viruses order;f__unclassified Viruses family;g__unclassified Viruses genus;s__Aedes aegypti To virus 2	Arthropoda
ATLV01_EVE074	low	17	non-viral (7), maybe-viral (6), retro (5), viral (2)	annotated protein of Eukaryota (6), uncharacterized protein (6), reverse transcriptase (3), retro (2), VDB (2), annotated protein of unclassified root superkingdom (1)	ATLV01025167.1_2-180:-	1.36e-18	63.8	polyprotein [Chibugado virus] acc=QHA33695.1 	polyprotein [Chibugado virus] acc=QHA33695.1 	k__Viruses;K__Pararnavirae;p__Artverviricota;c__Revtraviricetes;o__Ortervirales;f__Metaviridae;g__unclassified Metaviridae genus;s__Chibugado virus	Arthropoda
ATLV01_EVE075	low	16	non-viral (8), maybe-viral (6), retro (4), viral (2)	annotated protein of Eukaryota (6), uncharacterized protein (6), reverse transcriptase (3), annotated protein of unclassified root superkingdom (2), VDB (2), retro (1)	ATLV01017787.1_1377-1538:-	1.95e-18	77.8	uncharacterized protein LOC129763032 n=1 Tax=Toxorhynchites rutilus septentrionalis  RepID=UPI00247A7460	putative RdRP [Lampyris noctiluca errantivirus 1] acc=QBP37036.1 	k__Viruses;K__Pararnavirae;p__Artverviricota;c__Revtraviricetes;o__Ortervirales;f__Metaviridae;g__Errantivirus;s__Lampyris noctiluca errantivirus 1	Arthropoda
ATLV01_EVE076	low	15	maybe-viral (15), retro (3), non-viral (2)	uncharacterized protein (15), retro (3), annotated protein of Eukaryota (2)	ATLV01005730.1_669-842:-	1.92e-19	72.4	uncharacterized protein K02A2.6-like n=3 Tax=Culicinae  RepID=UPI001156C579	NA	NA	Arthropoda
ATLV01_EVE077	low	15	non-viral (8), maybe-viral (7), retro (5), viral (2)	annotated protein of Eukaryota (7), uncharacterized protein (7), retro (4), VDB (2), annotated protein of unclassified root superkingdom (1), reverse transcriptase (1)	ATLV01006343.1_1851-2006:-	1.16e-17	69.2	uncharacterized protein LOC130895308 n=1 Tax=Diorhabda carinulata  RepID=UPI0025A07FF4	putative RNA-dependent RNA polymerase [Aedes aegypti To virus 2] acc=QPF16710.1 	k__Viruses;K__unclassified Viruses kingdom;p__unclassified Viruses phylum;c__unclassified Viruses class;o__unclassified Viruses order;f__unclassified Viruses family;g__unclassified Viruses genus;s__Aedes aegypti To virus 2	Arthropoda
ATLV01_EVE078	low	15	non-viral (9), maybe-viral (6), retro (4), viral (2)	annotated protein of Eukaryota (9), uncharacterized protein (6), reverse transcriptase (3), retro (1), UDB Viruses (1), VDB (1)	ATLV01010695.1_9105-9359:+	4.99e-25	60	RNA-directed DNA polymerase (Fragment) n=2 Tax=Psorophora albipes  RepID=T1D237_9DIPT	RNA-dependent RNA polymerase [Infectious flacherie virus] acc=ADN23765.1 	k__Viruses;K__Orthornavirae;p__Pisuviricota;c__Pisoniviricetes;o__Picornavirales;f__Iflaviridae;g__Iflavirus;s__Iflavirus flacherie	Arthropoda
ATLV01_EVE079	low	12	non-viral (8), retro (8), maybe-viral (3), viral (2)	annotated protein of Eukaryota (8), reverse transcriptase (6), uncharacterized protein (3), retro (2), UDB Viruses (1), VDB (1)	ATLV01014910.1_1690-1941:-	5.790000000000001e-29	69.6	RNA-directed DNA polymerase (Fragment) n=2 Tax=Psorophora albipes  RepID=T1D237_9DIPT	RNA-dependent RNA polymerase [Infectious flacherie virus] acc=ADN23765.1 	k__Viruses;K__Orthornavirae;p__Pisuviricota;c__Pisoniviricetes;o__Picornavirales;f__Iflaviridae;g__Iflavirus;s__Iflavirus flacherie	Arthropoda
ATLV01_EVE080	low	12	non-viral (10), maybe-viral (7), retro (2), viral (1)	annotated protein of Eukaryota (8), uncharacterized protein (7), annotated protein of unclassified root superkingdom (2), retro (2), VDB (1)	ATLV01016230.1_4214-4471:-	3.37e-29	63.5	RNA-directed DNA polymerase n=3 Tax=root  RepID=A0A821RQB9_9NEOP	putative RNA-dependent RNA polymerase [Aedes aegypti To virus 2] acc=QPF16710.1 	k__Viruses;K__unclassified Viruses kingdom;p__unclassified Viruses phylum;c__unclassified Viruses class;o__unclassified Viruses order;f__unclassified Viruses family;g__unclassified Viruses genus;s__Aedes aegypti To virus 2	Arthropoda
ATLV01_EVE081	low	11	non-viral (10), maybe-viral (6), retro (3), viral (1)	annotated protein of Eukaryota (8), uncharacterized protein (6), annotated protein of unclassified root superkingdom (2), reverse transcriptase (2), retro (1), VDB (1)	ATLV01000493.1_1697-1933:+	1.4e-32	78.2	uncharacterized protein LOC129763032 n=1 Tax=Toxorhynchites rutilus septentrionalis  RepID=UPI00247A7460	putative RdRP [Lampyris noctiluca errantivirus 1] acc=QBP37036.1 	k__Viruses;K__Pararnavirae;p__Artverviricota;c__Revtraviricetes;o__Ortervirales;f__Metaviridae;g__Errantivirus;s__Lampyris noctiluca errantivirus 1	Arthropoda
ATLV01_EVE082	low	11	non-viral (10), maybe-viral (6), retro (3), viral (1)	annotated protein of Eukaryota (8), uncharacterized protein (6), annotated protein of unclassified root superkingdom (2), reverse transcriptase (2), retro (1), VDB (1)	ATLV01023257.1_4757-4993:+	1.4e-32	78.2	uncharacterized protein LOC129763032 n=1 Tax=Toxorhynchites rutilus septentrionalis  RepID=UPI00247A7460	putative RdRP [Lampyris noctiluca errantivirus 1] acc=QBP37036.1 	k__Viruses;K__Pararnavirae;p__Artverviricota;c__Revtraviricetes;o__Ortervirales;f__Metaviridae;g__Errantivirus;s__Lampyris noctiluca errantivirus 1	Arthropoda
